year_range,country_index,country_t-2,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,country_t-1,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1932-1932,Japan,Japan,64665549.0,214059745280.0,1.853,83.371,0.0,0.077,68.211,0.865,4400.097,154.377,Japan,65529121.0,216533467136.0,1.788,75.138,0.0,0.139,68.429,0.839,4546.43,146.333,148.04
1933-1933,Japan,Japan,65529121.0,216533467136.0,1.788,75.138,0.0,0.139,68.429,0.839,4546.43,146.333,Japan,66388515.0,233600040960.0,1.843,75.354,0.0,0.092,70.06,0.692,4694.47,148.04,162.343
1934-1934,Japan,Japan,66388515.0,233600040960.0,1.843,75.354,0.0,0.092,70.06,0.692,4694.47,148.04,Japan,67243463.0,254404919296.0,2.366,88.273,0.0,0.084,71.0,0.619,4856.813,162.343,173.821
1935-1935,Japan,Japan,67243463.0,254404919296.0,2.366,88.273,0.0,0.084,71.0,0.619,4856.813,162.343,Japan,68109421.0,255724781568.0,2.304,98.034,0.0,0.084,72.619,0.78,5030.634,173.821,176.553
1936-1936,Japan,Japan,68109421.0,255724781568.0,2.304,98.034,0.0,0.084,72.619,0.78,5030.634,173.821,Japan,68986531.0,264856322048.0,2.904,102.442,0.0,0.073,70.17,0.964,5207.188,176.553,187.421
1937-1937,Japan,Japan,68986531.0,264856322048.0,2.904,102.442,0.0,0.073,70.17,0.964,5207.188,176.553,Japan,69874936.0,279669735424.0,3.082,112.613,0.0,0.073,70.572,1.081,5394.608,187.421,197.059
1938-1938,Japan,Japan,69874936.0,279669735424.0,3.082,112.613,0.0,0.073,70.572,1.081,5394.608,187.421,Japan,70774782.0,290452307968.0,2.984,121.268,0.0,0.095,71.628,1.085,5591.667,197.059,204.016
1939-1939,Japan,Japan,70774782.0,290452307968.0,2.984,121.268,0.0,0.095,71.628,1.085,5591.667,197.059,Japan,71686216.0,305977491456.0,2.729,127.833,0.0,0.092,72.281,1.081,5795.685,204.016,202.819
1940-1940,Japan,Japan,71686216.0,305977491456.0,2.729,127.833,0.0,0.092,72.281,1.081,5795.685,204.016,Japan,72625078.0,347620933632.0,2.508,124.151,0.0,0.099,75.072,0.989,5998.503,202.819,230.002
1941-1941,Japan,Japan,72625078.0,347620933632.0,2.508,124.151,0.0,0.099,75.072,0.989,5998.503,202.819,Japan,73591941.0,356253958144.0,2.101,150.125,0.0,0.103,76.758,0.916,6228.505,230.002,229.612
1942-1942,Japan,Japan,73591941.0,356253958144.0,2.101,150.125,0.0,0.103,76.758,0.916,6228.505,230.002,Japan,74587386.0,369006706688.0,2.882,150.832,0.0,0.099,75.008,0.791,6458.118,229.612,224.284
1943-1943,Japan,Japan,74587386.0,369006706688.0,2.882,150.832,0.0,0.099,75.008,0.791,6458.118,229.612,Japan,75612006.0,370533728256.0,2.151,144.816,0.0,0.099,76.492,0.725,6682.402,224.284,229.371
1944-1944,Japan,Japan,75612006.0,370533728256.0,2.151,144.816,0.0,0.099,76.492,0.725,6682.402,224.284,Japan,76666406.0,366773534720.0,1.861,147.949,0.0,0.081,78.733,0.747,6911.772,229.371,215.765
1945-1945,Japan,Japan,76666406.0,366773534720.0,1.861,147.949,0.0,0.081,78.733,0.747,6911.772,229.371,Japan,77735509.0,371697713152.0,1.465,136.484,0.0,0.081,77.033,0.703,7127.538,215.765,151.566
1946-1946,Japan,Japan,77735509.0,371697713152.0,1.465,136.484,0.0,0.081,77.033,0.703,7127.538,215.765,Japan,78819521.0,280326701056.0,0.578,75.306,0.0,0.073,74.93,0.678,7279.104,151.566,129.245
1947-1947,Japan,Japan,78819521.0,280326701056.0,0.578,75.306,0.0,0.073,74.93,0.678,7279.104,151.566,Japan,79918650.0,213947006976.0,0.458,51.593,0.0,0.066,76.538,0.59,7408.348,129.245,144.932
1948-1948,Japan,Japan,79918650.0,213947006976.0,0.458,51.593,0.0,0.066,76.538,0.59,7408.348,129.245,Japan,81033105.0,211776700416.0,0.611,68.795,0.0,0.07,74.9,0.557,7553.28,144.932,164.484
1949-1949,Japan,Japan,81033105.0,211776700416.0,0.611,68.795,0.0,0.07,74.9,0.557,7553.28,144.932,Japan,82163102.0,229021270016.0,0.919,86.584,0.0,0.092,76.401,0.487,7717.764,164.484,171.868
1950-1950,Japan,Japan,82163102.0,229021270016.0,0.919,86.584,0.0,0.092,76.401,0.487,7717.764,164.484,Japan,83270008.0,234992009216.0,1.621,96.103,0.0,0.103,73.448,0.594,7889.632,171.868,180.689
1951-1951,Japan,Japan,83270008.0,234992009216.0,1.621,96.103,0.0,0.103,73.448,0.594,7889.632,171.868,Japan,84353056.0,256610910208.0,2.206,95.729,0.0,0.136,78.148,4.47,8070.321,180.689,193.059
1952-1952,Japan,Japan,84353056.0,256610910208.0,2.206,95.729,0.0,0.136,78.148,4.47,8070.321,180.689,Japan,85683472.0,288620281856.0,3.238,111.001,0.0,0.161,69.601,9.057,8263.38,193.059,204.345
1953-1953,Japan,Japan,85683472.0,288620281856.0,3.238,111.001,0.0,0.161,69.601,9.057,8263.38,193.059,Japan,86921760.0,321973420032.0,3.518,113.94,0.0,0.18,73.939,12.769,8467.726,204.345,221.805
1954-1954,Japan,Japan,86921760.0,321973420032.0,3.518,113.94,0.0,0.18,73.939,12.769,8467.726,204.345,Japan,88057136.0,345711968256.0,4.332,119.179,0.0,0.216,76.035,22.043,8689.531,221.805,209.971
1955-1955,Japan,Japan,88057136.0,345711968256.0,4.332,119.179,0.0,0.216,76.035,22.043,8689.531,221.805,Japan,89093016.0,365311000576.0,5.277,113.009,0.0,0.275,67.437,23.974,8899.501,209.971,214.2
1956-1956,Japan,Japan,89093016.0,365311000576.0,5.277,113.009,0.0,0.275,67.437,23.974,8899.501,209.971,Japan,90090280.0,396713132032.0,5.222,108.89,0.0,0.344,72.325,27.418,9113.7,214.2,231.766
1957-1957,Japan,Japan,90090280.0,396713132032.0,5.222,108.89,0.0,0.344,72.325,27.418,9113.7,214.2,Japan,91021560.0,426510417920.0,6.436,121.381,0.0,0.469,71.13,32.349,9345.468,231.766,260.992
1958-1958,Japan,Japan,91021560.0,426510417920.0,6.436,121.381,0.0,0.469,71.13,32.349,9345.468,231.766,Japan,91837664.0,457723478016.0,7.501,136.038,0.0,0.638,72.926,43.89,9606.459,260.992,252.096
1959-1959,Japan,Japan,91837664.0,457723478016.0,7.501,136.038,0.0,0.638,72.926,43.89,9606.459,260.992,Japan,92671296.0,484394336256.0,7.407,126.485,0.0,0.927,70.935,46.342,9858.555,252.096,276.129
1960-1960,Japan,Japan,92671296.0,484394336256.0,7.407,126.485,0.0,0.927,70.935,46.342,9858.555,252.096,Japan,93575984.0,528525000704.0,8.533,125.847,0.0,1.172,83.509,57.067,10134.684,276.129,304.054
1961-1961,Japan,Japan,93575984.0,528525000704.0,8.533,125.847,0.0,1.172,83.509,57.067,10134.684,276.129,Japan,94464840.0,597858254848.0,11.139,139.144,0.0,1.601,71.555,80.615,10438.738,304.054,351.612
1962-1962,Japan,Japan,94464840.0,597858254848.0,11.139,139.144,0.0,1.601,71.555,80.615,10438.738,304.054,Japan,95355464.0,669824974848.0,12.175,160.866,0.0,2.045,68.825,107.701,10790.351,351.612,356.713
1963-1963,Japan,Japan,95355464.0,669824974848.0,12.175,160.866,0.0,2.045,68.825,107.701,10790.351,351.612,Japan,96267888.0,729663012864.0,14.228,154.214,0.0,2.66,63.848,121.762,11147.063,356.713,386.05
1964-1964,Japan,Japan,96267888.0,729663012864.0,14.228,154.214,0.0,2.66,63.848,121.762,11147.063,356.713,Japan,97246712.0,791534370816.0,14.802,155.339,0.0,3.671,61.215,151.023,11533.113,386.05,415.484
1965-1965,Japan,Japan,97246712.0,791534370816.0,14.802,155.339,0.0,3.671,61.215,151.023,11533.113,386.05,Japan,98319344.0,883860307968.0,16.3,160.207,0.0,4.005,56.592,178.38,11948.598,415.484,440.992
1966-1966,Japan,Japan,98319344.0,883860307968.0,16.3,160.207,0.0,4.005,56.592,178.38,11948.598,415.484,Japan,99468752.0,935329857536.0,16.158,165.748,0.0,3.609,54.521,200.956,12389.589,440.992,468.683
1967-1967,Japan,Japan,99468752.0,935329857536.0,16.158,165.748,0.0,3.609,54.521,200.956,12389.589,440.992,Japan,100466904.0,1034825433088.0,18.913,170.451,0.0,3.701,49.438,226.181,12858.271,468.683,539.704
1968-1968,Japan,Japan,100466904.0,1034825433088.0,18.913,170.451,0.0,3.701,49.438,226.181,12858.271,468.683,Japan,101527856.0,1149408247808.0,21.239,181.499,0.0,3.909,50.396,282.661,13397.976,539.704,606.028
1969-1969,Japan,Japan,101527856.0,1149408247808.0,21.239,181.499,0.0,3.909,50.396,282.661,13397.976,539.704,Japan,102819280.0,1297449615360.0,23.565,200.119,0.0,4.228,44.115,334.001,14004.004,606.028,701.163
1970-1970,Japan,Japan,102819280.0,1297449615360.0,23.565,200.119,0.0,4.228,44.115,334.001,14004.004,606.028,Japan,104102072.0,1459365609472.0,25.4,221.022,0.0,4.719,47.948,402.074,14705.167,701.163,808.82
1971-1971,Japan,Japan,104102072.0,1459365609472.0,25.4,221.022,0.0,4.719,47.948,402.074,14705.167,701.163,Japan,105416840.0,1615677620224.0,28.267,229.264,0.04,7.676,40.856,502.715,15513.987,808.82,831.828
1972-1972,Japan,Japan,105416840.0,1615677620224.0,28.267,229.264,0.04,7.676,40.856,502.715,15513.987,808.82,Japan,106789360.0,1691571453952.0,29.27,206.385,0.04,8.094,35.284,552.756,16345.815,831.828,882.234
1973-1973,Japan,Japan,106789360.0,1691571453952.0,29.27,206.385,0.04,8.094,35.284,552.756,16345.815,831.828,Japan,108220400.0,1833991274496.0,32.53,200.216,0.077,7.984,30.064,611.364,17228.049,882.234,944.193
1974-1974,Japan,Japan,108220400.0,1833991274496.0,32.53,200.216,0.077,7.984,30.064,611.364,17228.049,882.234,Japan,109679472.0,1981290119168.0,38.192,214.385,0.081,10.582,29.928,651.026,18172.242,944.193,939.491
1975-1975,Japan,Japan,109679472.0,1981290119168.0,38.192,214.385,0.081,10.582,29.928,651.026,18172.242,944.193,Japan,111100024.0,1957033279488.0,35.613,229.191,0.062,14.161,25.185,635.279,19111.732,939.491,889.484
1976-1976,Japan,Japan,111100024.0,1957033279488.0,35.613,229.191,0.062,14.161,25.185,635.279,19111.732,939.491,Japan,112411640.0,2017465204736.0,31.796,213.422,0.11,17.155,20.974,606.028,20001.217,889.484,925.378
1977-1977,Japan,Japan,112411640.0,2017465204736.0,31.796,213.422,0.11,17.155,20.974,606.028,20001.217,889.484,Japan,113624872.0,2097612062720.0,33.226,208.383,0.092,20.683,18.233,644.761,20926.596,925.378,949.241
1978-1978,Japan,Japan,113624872.0,2097612062720.0,33.226,208.383,0.092,20.683,18.233,644.761,20926.596,925.378,Japan,114761520.0,2189767737344.0,35.235,204.52,0.103,24.684,16.003,668.696,21875.834,949.241,918.316
1979-1979,Japan,Japan,114761520.0,2189767737344.0,35.235,204.52,0.103,24.684,16.003,668.696,21875.834,949.241,Japan,115809520.0,2305153040384.0,40.74,174.739,0.103,34.504,16.726,651.504,22794.152,918.316,963.811
1980-1980,Japan,Japan,115809520.0,2305153040384.0,40.74,174.739,0.103,34.504,16.726,651.504,22794.152,918.316,Japan,116765512.0,2431613140992.0,41.985,190.938,0.099,40.89,10.739,679.159,23757.961,963.811,954.104
1981-1981,Japan,Japan,116765512.0,2431613140992.0,41.985,190.938,0.099,40.89,10.739,679.159,23757.961,963.811,Japan,117624200.0,2500143611904.0,41.901,224.299,0.077,47.932,9.236,630.659,24712.066,954.104,934.503
1982-1982,Japan,Japan,117624200.0,2500143611904.0,41.901,224.299,0.077,47.932,9.236,630.659,24712.066,954.104,Japan,118385728.0,2579316867072.0,40.261,247.358,0.073,48.592,7.667,590.551,25646.57,934.503,906.502
1983-1983,Japan,Japan,118385728.0,2579316867072.0,40.261,247.358,0.073,48.592,7.667,590.551,25646.57,934.503,Japan,119098144.0,2658129674240.0,38.152,242.63,0.092,49.746,9.095,566.788,26553.072,906.502,887.042
1984-1984,Japan,Japan,119098144.0,2658129674240.0,38.152,242.63,0.092,49.746,9.095,566.788,26553.072,906.502,Japan,119793752.0,2719951093760.0,38.101,229.795,0.092,53.348,6.133,559.573,27440.113,887.042,944.646
1985-1985,Japan,Japan,119793752.0,2719951093760.0,38.101,229.795,0.092,53.348,6.133,559.573,27440.113,887.042,Japan,120470736.0,2826577117184.0,37.004,260.176,0.095,71.697,7.576,568.097,28384.76,944.646,917.151
1986-1986,Japan,Japan,120470736.0,2826577117184.0,37.004,260.176,0.095,71.697,7.576,568.097,28384.76,944.646,Japan,121119024.0,2950873743360.0,34.052,271.788,0.099,76.981,4.75,529.481,29301.91,917.151,916.855
1987-1987,Japan,Japan,121119024.0,2950873743360.0,34.052,271.788,0.099,76.981,4.75,529.481,29301.91,917.151,Japan,121710304.0,3036325871616.0,33.186,257.466,0.0,81.253,4.595,540.356,30218.764,916.855,907.415
1988-1988,Japan,Japan,121710304.0,3036325871616.0,33.186,257.466,0.0,81.253,4.595,540.356,30218.764,916.855,Japan,122268888.0,3162653851648.0,33.191,250.394,0.0,82.707,4.884,536.237,31126.18,907.415,988.27
1989-1989,Japan,Japan,122268888.0,3162653851648.0,33.191,250.394,0.0,82.707,4.884,536.237,31126.18,907.415,Japan,122798304.0,3358737825792.0,35.836,278.512,0.0,86.207,2.806,584.91,32114.451,988.27,1022.858
1990-1990,Japan,Japan,122798304.0,3358737825792.0,35.836,278.512,0.0,86.207,2.806,584.91,32114.451,988.27,Japan,123270648.0,3520997621760.0,36.696,277.105,0.0,92.725,1.176,615.156,33137.309,1022.858,1157.755
1991-1991,Japan,Japan,123270648.0,3520997621760.0,36.696,277.105,0.0,92.725,1.176,615.156,33137.309,1022.858,Japan,123686320.0,3699821510656.0,38.701,318.711,0.192,116.896,0.559,671.429,34295.062,1157.755,1168.124
1992-1992,Japan,Japan,123686320.0,3699821510656.0,38.701,318.711,0.192,116.896,0.559,671.429,34295.062,1157.755,Japan,124073992.0,3824677552128.0,40.347,318.579,0.216,125.042,-0.773,673.791,35463.188,1168.124,1177.315
1993-1993,Japan,Japan,124073992.0,3824677552128.0,40.347,318.579,0.216,125.042,-0.773,673.791,35463.188,1168.124,Japan,124444696.0,3856515727360.0,41.666,312.947,0.209,126.467,-1.36,687.36,36640.5,1177.315,1168.548
1994-1994,Japan,Japan,124444696.0,3856515727360.0,41.666,312.947,0.209,126.467,-1.36,687.36,36640.5,1177.315,Japan,124779576.0,3860865220608.0,41.224,318.364,0.212,129.365,-3.139,672.758,37809.051,1168.548,1227.102
1995-1995,Japan,Japan,124779576.0,3860865220608.0,41.224,318.364,0.212,129.365,-3.139,672.758,37809.051,1168.548,Japan,125119264.0,3893220605952.0,42.297,326.152,0.232,135.668,0.4,712.832,39036.148,1227.102,1235.181
1996-1996,Japan,Japan,125119264.0,3893220605952.0,42.297,326.152,0.232,135.668,0.4,712.832,39036.148,1227.102,Japan,125433968.0,3997430972416.0,42.142,336.098,0.523,140.632,-3.867,710.136,40271.332,1235.181,1246.488
1997-1997,Japan,Japan,125433968.0,3997430972416.0,42.142,336.098,0.523,140.632,-3.867,710.136,40271.332,1235.181,Japan,125726224.0,4118875209728.0,42.56,344.903,0.572,146.416,-5.057,707.677,41517.82,1246.488,1237.176
1998-1998,Japan,Japan,125726224.0,4118875209728.0,42.56,344.903,0.572,146.416,-5.057,707.677,41517.82,1246.488,Japan,126027984.0,4160709459968.0,39.926,350.437,0.582,151.051,-7.075,692.814,42755.0,1237.176,1197.841
1999-1999,Japan,Japan,126027984.0,4160709459968.0,39.926,350.437,0.582,151.051,-7.075,692.814,42755.0,1237.176,Japan,126308392.0,4111245246464.0,35.363,328.065,0.5,154.585,-6.562,676.905,43952.836,1197.841,1233.557
2000-2000,Japan,Japan,126308392.0,4111245246464.0,35.363,328.065,0.5,154.585,-6.562,676.905,43952.836,1197.841,Japan,126555064.0,4098283012096.0,35.01,346.075,0.541,163.835,-7.479,686.478,45186.395,1233.557,1267.826
2001-2001,Japan,Japan,126555064.0,4098283012096.0,35.01,346.075,0.541,163.835,-7.479,686.478,45186.395,1233.557,Japan,126803864.0,4209652006912.0,35.086,372.898,0.513,168.695,4.071,677.172,46454.223,1267.826,1241.92
2002-2002,Japan,Japan,126803864.0,4209652006912.0,35.086,372.898,0.513,168.695,4.071,677.172,46454.223,1267.826,Japan,127065736.0,4224163250176.0,34.374,381.944,0.55,167.833,-7.242,655.456,47696.141,1241.92,1268.997
2003-2003,Japan,Japan,127065736.0,4224163250176.0,34.374,381.944,0.55,167.833,-7.242,655.456,47696.141,1241.92,Japan,127301744.0,4226576285696.0,32.417,399.075,0.526,171.744,-9.79,666.369,48965.137,1268.997,1276.05
2004-2004,Japan,Japan,127301744.0,4226576285696.0,32.417,399.075,0.526,171.744,-9.79,666.369,48965.137,1268.997,Japan,127502352.0,4288493387776.0,31.935,412.437,0.507,177.139,-11.243,656.423,50241.188,1276.05,1271.396
2005-2005,Japan,Japan,127502352.0,4288493387776.0,31.935,412.437,0.507,177.139,-11.243,656.423,50241.188,1276.05,Japan,127671288.0,4380398190592.0,31.276,420.397,0.479,176.05,-11.29,645.272,51512.582,1271.396,1278.601
2006-2006,Japan,Japan,127671288.0,4380398190592.0,31.276,420.397,0.479,176.05,-11.29,645.272,51512.582,1271.396,Japan,127798376.0,4450600615936.0,32.28,430.822,0.509,174.681,-11.544,642.282,52791.184,1278.601,1255.47
2007-2007,Japan,Japan,127798376.0,4450600615936.0,32.28,430.822,0.509,174.681,-11.544,642.282,52791.184,1278.601,Japan,127902168.0,4514225061888.0,31.991,427.929,0.555,191.312,-11.648,605.501,54046.656,1255.47,1291.963
2008-2008,Japan,Japan,127902168.0,4514225061888.0,31.991,427.929,0.555,191.312,-11.648,605.501,54046.656,1255.47,Japan,128006424.0,4590814101504.0,30.658,445.403,0.617,207.748,-10.874,608.088,55338.617,1291.963,1222.123
2009-2009,Japan,Japan,128006424.0,4590814101504.0,30.658,445.403,0.617,207.748,-10.874,608.088,55338.617,1291.963,Japan,128077632.0,4542408163328.0,28.553,426.679,0.567,203.282,-9.891,563.322,56560.742,1222.123,1152.843
2010-2010,Japan,Japan,128077632.0,4542408163328.0,28.553,426.679,0.567,203.282,-9.891,563.322,56560.742,1222.123,Japan,128117040.0,4298103324672.0,25.308,411.779,0.502,201.011,-10.214,516.33,57713.582,1152.843,1203.942
2011-2011,Japan,Japan,128117040.0,4298103324672.0,25.308,411.779,0.502,201.011,-10.214,516.33,57713.582,1152.843,Japan,128105432.0,4480295763968.0,24.321,446.473,0.476,212.046,-10.765,522.267,58917.527,1203.942,1255.794
2012-2012,Japan,Japan,128105432.0,4480295763968.0,24.321,446.473,0.476,212.046,-10.765,522.267,58917.527,1203.942,Japan,128007256.0,4468738359296.0,24.983,430.912,0.479,246.698,-8.837,552.787,60173.32,1255.794,1300.087
2013-2013,Japan,Japan,128007256.0,4468738359296.0,24.983,430.912,0.479,246.698,-8.837,552.787,60173.32,1255.794,Japan,127853688.0,4530172329984.0,25.625,450.418,0.492,255.891,-5.797,564.589,61473.406,1300.087,1308.648
2014-2014,Japan,Japan,127853688.0,4530172329984.0,25.625,450.418,0.492,255.891,-5.797,564.589,61473.406,1300.087,Japan,127678920.0,4621006798848.0,26.805,481.616,0.441,255.307,-6.544,541.914,62782.055,1308.648,1258.506
2015-2015,Japan,Japan,127678920.0,4621006798848.0,26.805,481.616,0.441,255.307,-6.544,541.914,62782.055,1308.648,Japan,127476728.0,4634693337088.0,26.557,473.327,0.451,257.384,-5.566,497.252,64040.562,1258.506,1218.842
2016-2016,Japan,Japan,127476728.0,4634693337088.0,26.557,473.327,0.451,257.384,-5.566,497.252,64040.562,1258.506,Japan,127250936.0,4707025158144.0,25.936,466.231,0.427,245.228,-4.327,476.874,65259.406,1218.842,1199.07
2017-2017,Japan,Japan,127250936.0,4707025158144.0,25.936,466.231,0.427,245.228,-4.327,476.874,65259.406,1218.842,Japan,126993856.0,4742508969984.0,25.969,456.862,0.46,250.608,-3.385,460.232,66458.469,1199.07,1184.882
2018-2018,Japan,Japan,126993856.0,4742508969984.0,25.969,456.862,0.46,250.608,-3.385,460.232,66458.469,1199.07,Japan,126662464.0,4821960097792.0,26.429,458.838,0.439,244.659,-1.921,447.996,67643.352,1184.882,1140.846
2019-2019,Japan,Japan,126662464.0,4821960097792.0,26.429,458.838,0.439,244.659,-1.921,447.996,67643.352,1184.882,Japan,126255872.0,4852985364480.0,26.183,442.189,0.428,233.099,-0.823,431.473,68784.203,1140.846,1105.044
2020-2020,Japan,Japan,126255872.0,4852985364480.0,26.183,442.189,0.428,233.099,-0.823,431.473,68784.203,1140.846,Japan,125791680.0,4833468219392.0,25.328,432.433,0.389,223.211,0.504,415.45,69889.242,1105.044,1041.45
2021-2021,Japan,Japan,125791680.0,4833468219392.0,25.328,432.433,0.389,223.211,0.504,415.45,69889.242,1105.044,Japan,125244760.0,4626661244928.0,24.49,399.226,0.393,221.782,1.654,386.862,70930.695,1041.45,1065.054
2022-2022,Japan,Japan,125244760.0,4626661244928.0,24.49,399.226,0.393,221.782,1.654,386.862,70930.695,1041.45,Japan,124612528.0,4725883797504.0,24.396,428.082,0.359,211.048,2.925,390.6,71995.75,1065.054,1058.027
1982-1982,Kazakhstan,Kazakhstan,14172706.0,178088984576.0,2.447,152.957,1.246,10.381,14.129,63.404,9802.583,244.563,Kazakhstan,14397397.0,175643328512.0,2.335,144.008,1.285,11.56,12.386,66.558,10040.715,238.132,241.547
1983-1983,Kazakhstan,Kazakhstan,14397397.0,175643328512.0,2.335,144.008,1.285,11.56,12.386,66.558,10040.715,238.132,Kazakhstan,14634182.0,173265846272.0,2.121,146.909,1.288,12.313,11.634,67.283,10282.263,241.547,241.993
1984-1984,Kazakhstan,Kazakhstan,14634182.0,173265846272.0,2.121,146.909,1.288,12.313,11.634,67.283,10282.263,241.547,Kazakhstan,14885973.0,181502738432.0,2.042,147.989,1.285,13.412,9.028,68.236,10524.256,241.993,243.678
1985-1985,Kazakhstan,Kazakhstan,14885973.0,181502738432.0,2.042,147.989,1.285,13.412,9.028,68.236,10524.256,241.993,Kazakhstan,15147590.0,180576616448.0,1.916,149.254,1.286,14.731,8.84,67.65,10767.934,243.678,261.619
1986-1986,Kazakhstan,Kazakhstan,15147590.0,180576616448.0,1.916,149.254,1.286,14.731,8.84,67.65,10767.934,243.678,Kazakhstan,15413315.0,182290350080.0,1.767,167.179,1.348,15.9,8.282,67.143,11029.553,261.619,266.047
1987-1987,Kazakhstan,Kazakhstan,15413315.0,182290350080.0,1.767,167.179,1.348,15.9,8.282,67.143,11029.553,261.619,Kazakhstan,15721289.0,184592269312.0,1.66,176.275,1.179,18.164,7.909,60.86,11295.601,266.047,260.731
1988-1988,Kazakhstan,Kazakhstan,15721289.0,184592269312.0,1.66,176.275,1.179,18.164,7.909,60.86,11295.601,266.047,Kazakhstan,16072474.0,183469473792.0,1.519,181.196,1.082,20.987,4.648,51.299,11556.331,260.731,273.541
1989-1989,Kazakhstan,Kazakhstan,16072474.0,183469473792.0,1.519,181.196,1.082,20.987,4.648,51.299,11556.331,260.731,Kazakhstan,16430588.0,198629916672.0,1.372,195.644,2.379,22.286,-0.665,52.526,11829.873,273.541,261.134
1990-1990,Kazakhstan,Kazakhstan,16430588.0,198629916672.0,1.372,195.644,2.379,22.286,-0.665,52.526,11829.873,273.541,Kazakhstan,16704995.0,197669306368.0,1.211,186.251,2.32,22.439,-3.606,52.52,12091.006,261.134,265.24
1991-1991,Kazakhstan,Kazakhstan,16704995.0,197669306368.0,1.211,186.251,2.32,22.439,-3.606,52.52,12091.006,261.134,Kazakhstan,16866574.0,194940977152.0,1.015,174.96,6.464,27.623,-2.933,56.224,12356.246,265.24,265.634
1992-1992,Kazakhstan,Kazakhstan,16866574.0,194940977152.0,1.015,174.96,6.464,27.623,-2.933,56.224,12356.246,265.24,Kazakhstan,16993796.0,174429519872.0,0.804,172.459,6.677,26.353,4.568,53.053,12621.88,265.634,237.256
