year,country_index,population_lag_1,gdp_lag_1,temperature_change_from_co2_lag_1,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,co2_including_luc
1996,Peru,24449060.0,4553.696427756323,8.18027359743074e-11,7.161829534550613e-08,5.69756056061051e-08,1.9387248425910854e-08,3.8651792747860246e-08,3.5182947728869743e-06,8.41750153175623e-07,4.384898502061885e-06
1997,Peru,24907304.0,4603.452799869468,8.029773113942802e-11,7.11036409239635e-08,5.279575822417392e-08,1.9793390725869006e-08,4.1032140612247714e-08,3.3925389917752636e-06,8.075944309347972e-07,4.5380349850016066e-06
1998,Peru,25365384.0,4826.179547370542,7.884761374004825e-11,7.782259476142762e-08,4.9831691883710496e-08,1.8213798773951145e-08,3.106595981357901e-08,3.4441426157790474e-06,9.169583239898911e-07,5.60468363669265e-06
1999,Peru,25818228.0,4737.609618754625,7.746465016886519e-11,7.696112994276758e-08,5.6781588573778186e-08,1.7545743263247965e-08,4.22956989922004e-08,4.517777130173303e-06,8.933610780724379e-07,5.371618221654093e-06
2000,Peru,26252238.0,4747.367001015304,7.61839809619279e-11,6.605151149399148e-08,5.374779856864013e-08,1.4817784297094976e-08,5.637614591182664e-08,4.245542799055837e-06,9.351202743171839e-07,4.922406923574459e-06
2001,Peru,26654440.0,4823.271258672101,7.503440327390109e-11,6.670558451049806e-08,7.394640442642951e-08,1.3731295799123897e-08,5.237401348518295e-08,3.846488615029991e-06,8.691610103232333e-07,3.5251641759928737e-06
2002,Peru,27014912.0,4812.342774834877,7.403318581974281e-11,6.685196679522777e-08,7.621716480142524e-08,1.1771276545339108e-08,3.879338936954524e-08,2.584350450595582e-06,7.471799278857543e-07,3.0619169686963475e-06
2003,Peru,27334510.0,5045.310532363667,1.0975137289821548e-10,6.683858609501322e-08,1.0228827954113682e-07,1.1158056244651907e-08,4.196160823808439e-08,2.1312253265194804e-06,7.084085282670148e-07,5.70151825209866e-06
1929,Philippines,11022388.0,2525.125954194318,1.8144888385348075e-10,2.9939065835824325e-09,4.354773212483538e-09,0.0,0.0,6.626513238329118e-06,0.0,6.682154050258141e-06
1930,Philippines,11258196.0,2578.4131240919946,1.7764835502952692e-10,3.3753187455610117e-09,2.7535495029576675e-09,0.0,0.0,6.676025182009622e-06,0.0,6.882492589392129e-06
1931,Philippines,11504117.0,2526.606893167029,1.738508048901102e-10,4.43319552469781e-09,3.2162398904670388e-09,0.0,0.0,6.874843153976963e-06,0.0,7.61933056825392e-06
1932,Philippines,11760482.0,2489.9639698440933,1.7006105702130237e-10,3.996434840000605e-09,2.806007440851489e-09,0.0,0.0,7.612443095444557e-06,0.0,8.054286995145843e-06
1933,Philippines,12027632.0,2543.289252614313,1.6628377057096525e-10,4.6559455759870275e-09,2.660540329135444e-09,0.0,0.0,8.047053651126008e-06,0.0,7.617310630543775e-06
1934,Philippines,12305918.0,2509.247755429542,1.6252342978394624e-10,3.819300599922736e-09,2.3565897318672203e-09,0.0,0.0,7.611053478497094e-06,0.0,7.328934669976744e-06
1935,Philippines,12590643.0,2474.3814211871468,1.5884812237151035e-10,3.732930875730493e-09,3.176962447430207e-09,0.0,0.0,7.322024776653583e-06,0.0,7.282667321639664e-06
1936,Philippines,12881956.0,2253.7655616895445,1.5525592542002162e-10,4.269537949050595e-09,3.4156303592404754e-09,0.0,0.0,7.274982153331373e-06,0.0,7.338689981167691e-06
1937,Philippines,13180009.0,2507.0260999063053,1.5174496466580562e-10,4.9317113516386826e-09,4.1729865283096545e-09,0.0,0.0,7.32950941080541e-06,0.0,7.042587226257047e-06
1938,Philippines,13484959.0,2626.733147649911,1.483133912383419e-10,5.413438780199479e-09,3.559521389720206e-09,0.0,0.0,7.033688422782746e-06,0.0,6.805265274302375e-06
1939,Philippines,13796964.0,2650.4766515300034,1.4495942730589136e-10,6.088295946847437e-09,5.291019096665034e-09,0.0,0.0,6.793885959258863e-06,0.0,6.349917702907958e-06
1940,Philippines,14120183.0,2770.863415580379,1.416412237716749e-10,0.0,5.948931398410347e-09,0.0,0.0,6.343968771509548e-06,0.0,4.2894574359346865e-06
1941,Philippines,14454975.0,2755.9488488911256,1.3836066821284714e-10,0.0,7.886558088132287e-09,0.0,0.0,4.281640058180661e-06,0.0,3.0440407988078674e-06
1942,Philippines,14801707.0,2460.573283878677,1.3511955073830337e-10,6.147939558592802e-09,0.0,0.0,0.0,3.0378928592492744e-06,0.0,2.671122863967431e-06
1943,Philippines,15160759.0,2176.9489171353493,1.3191951669438186e-10,4.7491026009977466e-09,0.0,0.0,0.0,2.4430175296632574e-06,0.0,2.3135651965318445e-06
1944,Philippines,15532521.0,1904.8878785356221,1.287620985672577e-10,3.4121956120323285e-09,0.0,0.0,0.0,2.0684343513844278e-06,0.0,1.971593370567367e-06
1945,Philippines,15913398.0,1644.6031239839535,1.2568026011792077e-10,2.136564422004653e-09,0.0,0.0,0.0,1.8277680228949216e-06,0.0,1.6446659222509855e-06
1946,Philippines,16303615.0,1395.6866101168362,1.2267218037226712e-10,9.200413527920035e-10,0.0,0.0,0.0,1.6437458808981933e-06,0.0,1.667624455642297e-06
1947,Philippines,16703401.0,1157.7432787490404,1.197360944636365e-10,1.736173369722729e-09,5.0289159674727325e-09,0.0,0.0,1.6608593663051017e-06,0.0,1.4956474584511532e-06
1948,Philippines,17112990.0,1576.3761886146137,1.1687028391882423e-10,3.798284227361788e-09,7.7134387386424e-09,0.0,0.0,1.484135735485149e-06,0.0,1.436008747806874e-06
1949,Philippines,17532623.0,1798.3729499003086,1.1407306254175431e-10,3.308118813710875e-09,9.011771940798591e-09,0.0,0.0,1.4236888570523646e-06,0.0,1.384419437386798e-06
1950,Philippines,17984434.0,1864.0088814582655,1.1120728069618427e-10,5.449156754113029e-09,1.2232800876580269e-08,0.0,0.0,1.3667374797561045e-06,0.0,4.3867637472468686e-06
1951,Philippines,18469880.0,1951.8229887795699,1.0828440682884783e-10,7.850619495091467e-09,9.908023224839576e-09,0.0,0.0,4.191635246141285e-06,1.7736985838565274e-07,5.544703566973982e-06
1952,Philippines,19301122.0,2070.213035698132,1.0362091903258266e-10,7.927000305992573e-09,8.911399036802109e-09,0.0,0.0,5.360621004312599e-06,1.6724416331858844e-07,6.591673448080878e-06
1953,Philippines,20167868.0,2102.8066990521756,9.916764627773249e-11,7.586324940246534e-09,7.288822001413337e-09,0.0,0.0,6.390809380545331e-06,1.8603850441702613e-07,7.870834569072898e-06
1954,Philippines,21073750.0,2193.33256207367,9.490479862388042e-11,6.88059790023133e-09,8.351622278901476e-09,0.0,0.0,7.679459042647844e-06,1.7614330624592206e-07,9.055198189723119e-06
1955,Philippines,22025360.0,2255.55064452976,9.080441817977096e-11,6.946537990752478e-09,6.1747004362244256e-09,0.0,0.0,8.81320441527403e-06,2.2891793823120257e-07,9.199141389730982e-06
1956,Philippines,23027910.0,2308.38854728892,1.3027669467181346e-10,8.51141071855848e-09,6.687536993153091e-09,0.0,0.0,8.911881277979635e-06,2.721045896045277e-07,9.23808312734075e-06
1957,Philippines,24079346.0,2362.072221728946,1.2458810135457998e-10,8.928813930411565e-09,7.475286081274799e-09,0.0,0.0,8.978399994750688e-06,2.433205619454947e-07,9.378160259358737e-06
1958,Philippines,25175940.0,2380.8435819278247,1.1916138980312155e-10,9.969836280194504e-09,8.579620065824751e-09,0.0,0.0,9.110881262030336e-06,2.4872954098238236e-07,9.004096005975965e-06
1959,Philippines,26302696.0,2357.4860189236874,1.1405674916365988e-10,1.2013977578572174e-08,5.018496963201035e-09,0.0,0.0,8.716672998083542e-06,2.7039053335064967e-07,8.98454624106722e-06
1960,Philippines,27460374.0,2412.603024853194,1.0924832997540384e-10,1.310979959704846e-08,6.154322588614416e-09,0.0,0.0,8.721403430266463e-06,2.43915104725085e-07,5.7537037767718094e-06
1961,Philippines,28486868.0,2356.4750758840883,1.0531168256194398e-10,1.3795830415614662e-08,6.318700953716638e-09,0.0,0.0,5.461463857662415e-06,2.7216049163425055e-07,4.991648266679645e-06
1962,Philippines,29342412.0,2415.588991934269,1.0224108365733533e-10,1.7210582415651445e-08,6.134465019440119e-09,0.0,0.0,4.694706079377523e-06,2.7359713986702934e-07,4.531241448847061e-06
1963,Philippines,30185988.0,2461.3040142996147,9.938385982264353e-11,1.5768905758526107e-08,7.056254047407691e-09,0.0,0.0,4.188864051758054e-06,3.1958536523634743e-07,6.522480721537471e-06
1964,Philippines,31043710.0,2560.791558998586,9.663793406136058e-11,1.510773035825937e-08,6.50695422679828e-09,0.0,0.0,6.152937261686828e-06,3.479287752655852e-07,4.9874325672685535e-06
1965,Philippines,31916622.0,2576.982906023075,9.399490961167507e-11,1.8548328830037212e-08,4.699745480583753e-09,0.0,0.0,4.585698323588255e-06,3.784861693696783e-07,3.478711853920744e-06
1966,Philippines,32805534.0,2639.660908918599,9.144798557462897e-11,2.30448923648065e-08,4.572399278731448e-09,0.0,0.0,3.053051963732704e-06,3.9804259854450167e-07,4.496961793759907e-06
1967,Philippines,33704756.0,2682.8873912037816,8.900820999861266e-11,2.3616845052965227e-08,4.035038853270441e-09,0.0,0.0,4.019165722487354e-06,4.5017385676964995e-07,3.2173054652912446e-06
1968,Philippines,34616856.0,2751.5692863615345,8.666298291213968e-11,3.0129830392453894e-08,3.062092062895602e-09,0.0,0.0,2.691290046675527e-06,4.928234961603677e-07,2.810833238430095e-06
1969,Philippines,35544976.0,2812.9173675627185,8.440011325369864e-11,3.5673114535229956e-08,2.4757366554418266e-09,0.0,0.0,2.1856534661888643e-06,5.870309210505585e-07,3.0918518674476044e-06
1970,Philippines,36477168.0,2867.7183728736836,8.224322677681557e-11,3.994279380460676e-08,2.1109094872715995e-09,0.0,0.0,2.466008326084964e-06,5.837898380707625e-07,2.4673313532566927e-06
1971,Philippines,37435588.0,2899.743229143349,8.013764869941404e-11,3.232218497543033e-08,2.2438541635835935e-09,0.0,0.0,1.8061423263873939e-06,6.265962751807184e-07,3.5381271124108382e-06
1972,Philippines,38421740.0,2979.238969604188,7.808079488331346e-11,4.0107501638395346e-08,2.0040737353383788e-09,0.0,0.0,2.8210330922024874e-06,6.749824448346171e-07,3.7675625824548386e-06
1973,Philippines,39412484.0,3061.7535783839458,7.611801377451875e-11,3.643515592673631e-08,1.9536956868793147e-09,0.0,0.0,3.0974957071977498e-06,6.317033963147311e-07,5.052958167443081e-06
1974,Philippines,40406232.0,3254.3519484816106,7.42459727499461e-11,4.964580711213062e-08,1.5344167701655526e-09,0.0,0.0,4.273350704911064e-06,7.284272386497212e-07,6.3055216920094e-06
1975,Philippines,41388328.0,3289.1700040649143,9.664560501211839e-11,4.1799224167741205e-08,2.7543997428453743e-09,0.0,0.0,5.568792245002021e-06,6.92199984498045e-07,7.88061110294966e-06
1976,Philippines,42394428.0,3389.4951515798257,9.435202192137137e-11,4.9723515552562714e-08,3.538200822051426e-09,0.0,0.0,7.1144255089371655e-06,7.129238776378821e-07,8.207134078900553e-06
1977,Philippines,43474372.0,3595.682130336466,9.200822958408692e-11,5.076554067301995e-08,3.956353872115737e-09,0.0,0.0,7.400543934251654e-06,7.518682501037623e-07,5.629039452932901e-06
1978,Philippines,44646516.0,3697.9991992208306,8.959265712916995e-11,4.5781847793005844e-08,1.6171474611815175e-08,0.0,0.0,4.807564379715541e-06,7.595217508125382e-07,5.493700907851999e-06
1979,Philippines,45890740.0,3785.2395542978825,8.716355412878503e-11,4.567370236348335e-08,1.9241354573929293e-08,0.0,0.0,4.679157494518502e-06,7.496501472846156e-07,5.443921903947556e-06
1980,Philippines,47154240.0,3890.146167470836,8.482800274164105e-11,4.014485229748163e-08,2.330649375326588e-08,0.0,0.0,4.637398460880718e-06,7.430720970160902e-07,3.975584734957438e-06
1981,Philippines,48419544.0,3984.1448168945994,8.261126953198899e-11,4.399050102578413e-08,2.783999783228029e-08,0.0,0.0,3.2141360108637125e-06,6.89597572418278e-07,3.1973862448380944e-06
1982,Philippines,49679328.0,4014.8931560426904,8.051638701715128e-11,3.884915673577549e-08,2.604705120004844e-08,0.0,0.0,2.5023687921060445e-06,6.301413738929802e-07,2.646189540459434e-06
1983,Philippines,50938528.0,4057.3835908253964,7.852602258157127e-11,4.0009008505310555e-08,3.156746107779165e-08,0.0,0.0,1.9622475152795934e-06,6.123459240910927e-07,2.3982715179553336e-06
1984,Philippines,52219692.0,4032.8719689882505,7.659945600598334e-11,3.898912310704552e-08,4.2091401075287844e-08,0.0,0.0,1.7234303105426207e-06,5.937415333663783e-07,2.3164737486489757e-06
1985,Philippines,53514960.0,3646.8043597528617,9.343181794399174e-11,3.146783628353641e-08,6.654214073971091e-08,0.0,0.0,1.7403544728427342e-06,4.781092987829945e-07,2.0469907533763734e-06
1986,Philippines,54812656.0,3300.4663647023417,9.12198087974427e-11,2.5687498157359862e-08,6.63715328810193e-08,0.0,0.0,1.538002464248403e-06,4.169110141278321e-07,1.7618833515202786e-06
1987,Philippines,56109844.0,3334.295181145041,8.91109232098382e-11,2.8640250719641992e-08,5.2236823185607146e-08,0.0,0.0,1.244594442287168e-06,4.3641183532786153e-07,1.69859260216549e-06
1988,Philippines,57415180.0,3399.198925719644,8.708498344862805e-11,2.603841005113979e-08,6.017572356300198e-08,0.0,0.0,1.1326098777361666e-06,4.797685908151816e-07,1.702602903673366e-06
1989,Philippines,58755920.0,3544.847579614105,8.509780801662198e-11,3.1094739049273674e-08,6.698899447068482e-08,0.0,0.0,1.064624636972751e-06,5.398945331806565e-07,1.5880459861262475e-06
1990,Philippines,60127352.0,3679.4204301563122,8.315683018936207e-11,2.666007975870948e-08,5.538244890611514e-08,0.0,0.0,9.409860590567834e-07,5.650173984046395e-07,1.4682523566860357e-06
1991,Philippines,61558900.0,3702.749559982391,8.122302380321936e-11,4.53224472821964e-08,5.8561800162121154e-08,0.0,0.0,7.965379498334115e-07,5.678301594083065e-07,1.2591737353281466e-06
1992,Philippines,63039752.0,3623.6872383635014,7.931503283832716e-11,4.7922142840917266e-08,6.549835411789056e-08,0.0,0.0,5.695929768251626e-07,5.761602615441761e-07,1.1903595471483707e-06
1993,Philippines,64543524.0,3577.5836115796837,7.746710576261687e-11,4.497740160577535e-08,6.545970436941124e-08,0.0,0.0,4.421357594295595e-07,6.377711883224722e-07,1.108812262530862e-06
1994,Philippines,66083324.0,3596.429662406207,7.566205356134931e-11,5.228247901089237e-08,6.343506570583526e-08,0.0,0.0,3.683985387902097e-07,6.246961790239244e-07,1.224562414279744e-06
1995,Philippines,67650288.0,3696.443773070116,7.390951535934334e-11,6.116751491139254e-08,6.18031367434829e-08,5.321485105872719e-10,1.6260093379055533e-10,4.2398932581040895e-07,6.769076873700819e-07,1.5204084096350998e-06
1996,Philippines,69250472.0,3808.5267575360353,7.220167394671331e-11,6.566020228714108e-08,6.776849116638511e-08,2.021646870507973e-10,2.1660502184013995e-10,6.544937339921668e-07,7.320672124805157e-07,1.997308674520792e-06
1997,Philippines,70944968.0,3966.776381152219,7.047716196023938e-11,7.519913181157542e-08,8.320533741025861e-08,1.4095432392047876e-10,2.5371778305686174e-10,1.1337520090219787e-06,7.047575241700017e-07,1.4595118909500636e-06
1998,Philippines,72718832.0,4102.926361633531,6.875798005116474e-11,8.634627134825267e-08,9.335958531347148e-08,1.1001276808186358e-10,1.5126755611256242e-10,4.95937558513041e-07,7.83607195451104e-07,1.294771159634907e-06
1999,Philippines,74491928.0,4015.2733331321483,6.712136649221913e-11,7.372610895505349e-08,9.20770905540262e-08,1.4766700628288208e-10,2.4163691937198885e-10,3.783765671899377e-07,7.501886647369363e-07,1.225995377464568e-06
2000,Philippines,76249064.0,4076.17264558159,7.868949053591006e-11,6.991561234115608e-08,1.55726501770566e-07,1.5737898107182012e-10,1.9672372633977512e-10,3.317155473541288e-07,6.682836132913055e-07,1.2185244240556326e-06
2001,Philippines,77958224.0,4197.731069502045,7.696429821182176e-11,6.489373077560104e-08,2.091119982415197e-07,1.1544644731773263e-10,2.3089289463546527e-10,2.903862971532035e-07,6.537988859263906e-07,1.1382952783012523e-06
2002,Philippines,79626088.0,4264.687564809162,7.535218859427076e-11,4.55001632128405e-08,2.0551053569277446e-07,2.762913581789928e-10,3.265261505751733e-09,2.5509227578780463e-07,6.286381920458028e-07,1.4183328171285889e-06
2003,Philippines,81285576.0,4366.0461545108565,7.381383383443085e-11,6.831470321376575e-08,1.7589836602744872e-07,1.3532536202978988e-09,4.0167027911569457e-08,5.5388670678793e-07,5.787127595675768e-07,1.7896421198020225e-06
1949,Poland,25194625.0,3273.6743453812073,1.1907301656603343e-10,3.576159597533204e-08,3.4213249849918385e-06,0.0,8.573257192754407e-09,-2.1027500905451064e-06,6.382313687939393e-08,1.9806042007590094e-06
1950,Poland,24897453.0,3559.1886357210915,1.2049425296635764e-10,4.655094639600284e-08,4.119979662176689e-06,0.0,7.671467438858103e-09,-2.253804836984731e-06,6.020696173219004e-08,2.8377438449720493e-06
1951,Poland,24786240.0,3905.9412267451617,1.2103489678144004e-10,5.0148792233109986e-08,4.404984378429322e-06,0.0,1.654143589346347e-08,-1.6858547323030844e-06,5.188362575364396e-08,3.6046664564373738e-06
1952,Poland,25242280.0,4004.1679911640313,1.1884821814828138e-10,5.268937671240475e-08,4.700922420637122e-06,0.0,2.4680813302126433e-08,-1.2337237365245928e-06,6.009758231031428e-08,4.1351835796179525e-06
1953,Poland,25704542.0,4022.0654444650286,1.167108910168483e-10,5.13138884170743e-08,4.834476334960568e-06,0.0,2.836074651709414e-08,-8.461150562418112e-07,6.714766596502673e-08,4.807864639807008e-06
1954,Poland,26168166.0,4181.467613129633,1.1464311255133433e-10,6.221299574452409e-08,5.151526476865058e-06,0.0,2.969256615079559e-08,-5.113082819789511e-07,7.574088302558154e-08,5.285396463690049e-06
1955,Poland,26630358.0,4341.777921873975,1.1265338603408936e-10,6.319854956512413e-08,5.327378625552087e-06,0.0,3.330785113741242e-08,-2.5598604419812905e-07,1.174974816335552e-07,5.634151561669718e-06
1956,Poland,27099200.0,4473.964343154042,1.1070437503690146e-10,6.959615043986539e-08,5.453186809942729e-06,0.0,3.638483792879495e-08,-5.6127118143709034e-08,1.3114778296038259e-07,6.1056419705148605e-06
1957,Poland,27582030.0,4591.786535798851,1.0876646860292734e-10,7.232970162094669e-08,5.783874500897868e-06,0.0,3.7741964605215784e-08,7.211216868374083e-08,1.396198901966244e-07,6.511804636030489e-06
1958,Poland,28076088.0,4747.779282070921,1.424699908334808e-10,7.910646241029022e-08,6.091197605592346e-06,0.0,3.771893007316404e-08,1.475989105034861e-07,1.562183449489117e-07,6.304611412301387e-06
1959,Poland,28583998.0,4891.510490589875,1.3993843688346186e-10,8.746152305216366e-08,5.898370130028696e-06,0.0,3.743353186632605e-08,1.216414862609492e-07,1.5970474109325086e-07,4.566169517349036e-06
1960,Poland,29068128.0,4949.296133001753,1.3760776063735512e-10,9.04082987387423e-08,6.206763641607744e-06,0.0,3.969983894387695e-08,-1.9585024532711567e-06,1.8780019132983037e-07,4.938715147207199e-06
1961,Poland,29509902.0,5138.883372232141,1.3554772225268657e-10,1.1047139363593955e-07,6.400156801605101e-06,0.0,4.977990099729915e-08,-1.8243367937989086e-06,2.0264384476776645e-07,5.116866691886279e-06
1962,Poland,29913228.0,5472.998074029322,1.3372010536609422e-10,1.216184358304627e-07,6.511567390854642e-06,0.0,6.197926883718468e-08,-1.8110048169993557e-06,2.32739843389687e-07,5.354730320099224e-06
1963,Poland,30271926.0,5335.148297600886,1.321356295598767e-10,1.2318344065719506e-07,6.681438108695165e-06,0.0,6.861142564896598e-08,-1.8006452579198298e-06,2.8214260301772674e-07,5.813582712151467e-06
1964,Poland,30608320.0,5591.811765689851,1.3068342202381575e-10,1.2395322578958923e-07,7.039556565012389e-06,0.0,7.648247273943818e-08,-1.7333522388683862e-06,3.0691001662293126e-07,6.059419526976954e-06
